weekNum,gameTimeEastern,homeID,homeTeam,visitorID,visitorTeam
7,10/17/13 20:25,ARI,Cardinals,SEA,Seahawks
7,10/20/13 13:00,ATL,Falcons,TB,Buccaneers
7,10/20/13 13:00,DET,Lions,CIN,Bengals
7,10/20/13 13:00,KC,Chiefs,HOU,Texans
7,10/20/13 13:00,MIA,Dolphins,BUF,Bills
7,10/20/13 13:00,NYJ,Jets,NE,Patriots
7,10/20/13 13:00,PHI,Eagles,DAL,Cowboys
7,10/20/13 13:00,WAS,Redskins,CHI,Bears
7,10/20/13 13:00,CAR,Panthers,STL,Rams
7,10/20/13 13:00,JAX,Jaguars,SD,Chargers
7,10/20/13 16:05,TEN,Titans,SF,49ers
7,10/20/13 16:25,GB,Packers,CLE,Browns
7,10/20/13 16:25,PIT,Steelers,BAL,Ravens
7,10/20/13 20:30,IND,Colts,DEN,Broncos
7,10/21/13 20:30,NYG,Giants,MIN,Vikings
8,10/24/13 20:25,TB,Buccaneers,CAR,Panthers
8,10/27/13 13:00,DET,Lions,DAL,Cowboys
8,10/27/13 13:00,KC,Chiefs,CLE,Browns
8,10/27/13 13:00,NE,Patriots,MIA,Dolphins
8,10/27/13 13:00,NO,Saints,BUF,Bills
8,10/27/13 13:00,PHI,Eagles,NYG,Giants
8,10/27/13 13:00,JAX,Jaguars,SF,49ers
8,10/27/13 16:05,CIN,Bengals,NYJ,Jets
8,10/27/13 16:05,OAK,Raiders,PIT,Steelers
8,10/27/13 16:25,DEN,Broncos,WAS,Redskins
8,10/27/13 16:25,ARI,Cardinals,ATL,Falcons
8,10/27/13 20:30,MIN,Vikings,GB,Packers
8,10/28/13 20:30,STL,Rams,SEA,Seahawks
9,10/31/13 20:25,MIA,Dolphins,CIN,Bengals
9,11/3/13 13:00,BUF,Bills,KC,Chiefs
9,11/3/13 13:00,DAL,Cowboys,MIN,Vikings
9,11/3/13 13:00,STL,Rams,TEN,Titans
9,11/3/13 13:00,NYJ,Jets,NO,Saints
9,11/3/13 13:00,WAS,Redskins,SD,Chargers
9,11/3/13 13:00,CAR,Panthers,ATL,Falcons
9,11/3/13 16:05,OAK,Raiders,PHI,Eagles
9,11/3/13 16:05,SEA,Seahawks,TB,Buccaneers
9,11/3/13 16:25,CLE,Browns,BAL,Ravens
9,11/3/13 16:25,NE,Patriots,PIT,Steelers
9,11/3/13 20:30,HOU,Texans,IND,Colts
9,11/4/13 20:30,GB,Packers,CHI,Bears
10,11/7/13 20:25,MIN,Vikings,WAS,Redskins
10,11/10/13 13:00,ATL,Falcons,SEA,Seahawks
10,11/10/13 13:00,CHI,Bears,DET,Lions
10,11/10/13 13:00,GB,Packers,PHI,Eagles
10,11/10/13 13:00,TEN,Titans,JAX,Jaguars
10,11/10/13 13:00,IND,Colts,STL,Rams
10,11/10/13 13:00,NYG,Giants,OAK,Raiders
10,11/10/13 13:00,PIT,Steelers,BUF,Bills
10,11/10/13 13:00,BAL,Ravens,CIN,Bengals
10,11/10/13 16:05,SF,49ers,CAR,Panthers
10,11/10/13 16:25,ARI,Cardinals,HOU,Texans
10,11/10/13 16:25,SD,Chargers,DEN,Broncos
10,11/10/13 20:30,NO,Saints,DAL,Cowboys
10,11/11/13 20:30,TB,Buccaneers,MIA,Dolphins
11,11/14/13 20:25,TEN,Titans,IND,Colts
11,11/17/13 13:00,BUF,Bills,NYJ,Jets
11,11/17/13 13:00,CHI,Bears,BAL,Ravens
11,11/17/13 13:00,CIN,Bengals,CLE,Browns
11,11/17/13 13:00,MIA,Dolphins,SD,Chargers
11,11/17/13 13:00,PHI,Eagles,WAS,Redskins
11,11/17/13 13:00,PIT,Steelers,DET,Lions
11,11/17/13 13:00,TB,Buccaneers,ATL,Falcons
11,11/17/13 13:00,JAX,Jaguars,ARI,Cardinals
11,11/17/13 13:00,HOU,Texans,OAK,Raiders
11,11/17/13 16:05,DEN,Broncos,KC,Chiefs
11,11/17/13 16:25,NO,Saints,SF,49ers
11,11/17/13 16:25,SEA,Seahawks,MIN,Vikings
11,11/17/13 20:30,NYG,Giants,GB,Packers
11,11/18/13 20:30,CAR,Panthers,NE,Patriots
12,11/21/13 20:25,ATL,Falcons,NO,Saints
12,11/24/13 13:00,CLE,Browns,PIT,Steelers
12,11/24/13 13:00,DET,Lions,TB,Buccaneers
12,11/24/13 13:00,GB,Packers,MIN,Vikings
12,11/24/13 13:00,KC,Chiefs,SD,Chargers
12,11/24/13 13:00,STL,Rams,CHI,Bears
12,11/24/13 13:00,MIA,Dolphins,CAR,Panthers
12,11/24/13 13:00,BAL,Ravens,NYJ,Jets
12,11/24/13 13:00,HOU,Texans,JAX,Jaguars
12,11/24/13 16:05,OAK,Raiders,TEN,Titans
12,11/24/13 16:05,ARI,Cardinals,IND,Colts
12,11/24/13 16:25,NYG,Giants,DAL,Cowboys
12,11/24/13 20:30,NE,Patriots,DEN,Broncos
12,11/25/13 20:30,WAS,Redskins,SF,49ers
13,11/28/13 12:30,DET,Lions,GB,Packers
13,11/28/13 16:30,DAL,Cowboys,OAK,Raiders
13,11/28/13 20:30,BAL,Ravens,PIT,Steelers
13,12/1/13 13:00,CLE,Browns,JAX,Jaguars
13,12/1/13 13:00,IND,Colts,TEN,Titans
13,12/1/13 13:00,KC,Chiefs,DEN,Broncos
13,12/1/13 13:00,MIN,Vikings,CHI,Bears
13,12/1/13 13:00,NYJ,Jets,MIA,Dolphins
13,12/1/13 13:00,PHI,Eagles,ARI,Cardinals
13,12/1/13 13:00,CAR,Panthers,TB,Buccaneers
13,12/1/13 16:05,BUF,Bills,ATL,Falcons
13,12/1/13 16:05,SF,49ers,STL,Rams
13,12/1/13 16:25,SD,Chargers,CIN,Bengals
13,12/1/13 16:25,HOU,Texans,NE,Patriots
13,12/1/13 20:30,WAS,Redskins,NYG,Giants
13,12/2/13 20:30,SEA,Seahawks,NO,Saints
14,12/5/13 20:25,JAX,Jaguars,HOU,Texans
14,12/8/13 13:00,CIN,Bengals,IND,Colts
14,12/8/13 13:00,NE,Patriots,CLE,Browns
14,12/8/13 13:00,NO,Saints,CAR,Panthers
14,12/8/13 13:00,NYJ,Jets,OAK,Raiders
14,12/8/13 13:00,PHI,Eagles,DET,Lions
14,12/8/13 13:00,PIT,Steelers,MIA,Dolphins
14,12/8/13 13:00,TB,Buccaneers,BUF,Bills
14,12/8/13 13:00,WAS,Redskins,KC,Chiefs
14,12/8/13 13:00,BAL,Ravens,MIN,Vikings
14,12/8/13 16:05,DEN,Broncos,TEN,Titans
14,12/8/13 16:25,ARI,Cardinals,STL,Rams
14,12/8/13 16:25,SD,Chargers,NYG,Giants
14,12/8/13 16:25,SF,49ers,SEA,Seahawks
14,12/8/13 20:30,GB,Packers,ATL,Falcons
14,12/9/13 20:30,CHI,Bears,DAL,Cowboys
15,12/12/13 20:25,DEN,Broncos,SD,Chargers
15,12/15/13 13:00,ATL,Falcons,WAS,Redskins
15,12/15/13 13:00,CLE,Browns,CHI,Bears
15,12/15/13 13:00,TEN,Titans,ARI,Cardinals
15,12/15/13 13:00,IND,Colts,HOU,Texans
15,12/15/13 13:00,STL,Rams,NO,Saints
15,12/15/13 13:00,MIA,Dolphins,NE,Patriots
15,12/15/13 13:00,MIN,Vikings,PHI,Eagles
15,12/15/13 13:00,NYG,Giants,SEA,Seahawks
15,12/15/13 13:00,TB,Buccaneers,SF,49ers
15,12/15/13 13:00,JAX,Jaguars,BUF,Bills
15,12/15/13 16:05,OAK,Raiders,KC,Chiefs
15,12/15/13 16:05,CAR,Panthers,NYJ,Jets
15,12/15/13 16:25,DAL,Cowboys,GB,Packers
15,12/15/13 20:30,PIT,Steelers,CIN,Bengals
15,12/16/13 20:30,DET,Lions,BAL,Ravens
16,12/22/13 13:00,BUF,Bills,MIA,Dolphins
16,12/22/13 13:00,CIN,Bengals,MIN,Vikings
16,12/22/13 13:00,KC,Chiefs,IND,Colts
16,12/22/13 13:00,STL,Rams,TB,Buccaneers
16,12/22/13 13:00,NYJ,Jets,CLE,Browns
16,12/22/13 13:00,PHI,Eagles,CHI,Bears
16,12/22/13 13:00,WAS,Redskins,DAL,Cowboys
16,12/22/13 13:00,CAR,Panthers,NO,Saints
16,12/22/13 13:00,JAX,Jaguars,TEN,Titans
16,12/22/13 13:00,HOU,Texans,DEN,Broncos
16,12/22/13 16:05,DET,Lions,NYG,Giants
16,12/22/13 16:05,SEA,Seahawks,ARI,Cardinals
16,12/22/13 16:25,GB,Packers,PIT,Steelers
16,12/22/13 16:25,SD,Chargers,OAK,Raiders
16,12/22/13 20:30,BAL,Ravens,NE,Patriots
16,12/23/13 20:30,SF,49ers,ATL,Falcons
17,12/29/13 13:00,ATL,Falcons,CAR,Panthers
17,12/29/13 13:00,CHI,Bears,GB,Packers
17,12/29/13 13:00,CIN,Bengals,BAL,Ravens
17,12/29/13 13:00,DAL,Cowboys,PHI,Eagles
17,12/29/13 13:00,TEN,Titans,HOU,Texans
17,12/29/13 13:00,IND,Colts,JAX,Jaguars
17,12/29/13 13:00,MIA,Dolphins,NYJ,Jets
17,12/29/13 13:00,MIN,Vikings,DET,Lions
17,12/29/13 13:00,NE,Patriots,BUF,Bills
17,12/29/13 13:00,NO,Saints,TB,Buccaneers
17,12/29/13 13:00,NYG,Giants,WAS,Redskins
17,12/29/13 13:00,PIT,Steelers,CLE,Browns
17,12/29/13 16:25,OAK,Raiders,DEN,Broncos
17,12/29/13 16:25,ARI,Cardinals,SF,49ers
17,12/29/13 16:25,SD,Chargers,KC,Chiefs
17,12/29/13 16:25,SEA,Seahawks,STL,Rams
